skills,interests,education,tools,experience_level,career
"Linux, Firewalls","networking, systems",BS Information Technology,"SQL, Bash",junior,Network Engineer
"Linux, networking, Firewalls","reliability, networking, systems",BS Information Technology,"Git, Bash, Linux",junior,Network Engineer
"networking, Linux, Firewalls",networking,BS Computer Science,Bash,junior,Network Engineer
"Firewalls, Linux",reliability,BS Information Technology,"SQL, Git",senior,Network Engineer
"Firewalls, Linux, networking",networking,BS Computer Science,"Linux, SQL",senior,Network Engineer
"networking, Firewalls","networking, reliability",BS Information Technology,"Git, Linux, SQL",entry,Network Engineer
"C++, C, embedded","networking, systems",BS Computer Science,Linux,mid,Embedded Systems Engineer
"C++, Linux","systems, networking",BS Computer Science,Git,junior,Embedded Systems Engineer
"C++, Linux",networking,BS Information Technology,"Git, Linux",junior,Embedded Systems Engineer
"embedded, Linux","systems, reliability",BS Computer Science,"Bash, Linux, Git",senior,Embedded Systems Engineer
"C++, Linux",reliability,BS Information Technology,"Linux, Git",junior,Embedded Systems Engineer
"C, C++, Linux","systems, reliability, networking",BS Information Technology,Linux,junior,Embedded Systems Engineer
"embedded, C, Linux, C++",systems,BS Computer Science,Git,senior,Embedded Systems Engineer
"C, embedded, Linux","networking, systems, reliability",BS Computer Science,"Git, SQL, Bash",mid,Embedded Systems Engineer
"Linux, embedded","networking, reliability, systems",BS Information Technology,Linux,senior,Embedded Systems Engineer
"Linux, C++",networking,BS Information Technology,"Bash, Linux",mid,Embedded Systems Engineer
"REST API, Python, embedded, C++","reliability, systems",BS Information Technology,"Bash, SQL, Git",entry,IoT Developer
"REST API, embedded, C++","systems, networking",BS Information Technology,"SQL, Git",mid,IoT Developer
"REST API, Python, embedded",reliability,BS Computer Science,Git,mid,IoT Developer
"C++, Python","systems, reliability, networking",BS Information Technology,Bash,senior,IoT Developer
"embedded, Python","networking, systems",BS Computer Science,"Bash, Linux",entry,IoT Developer
"Python, embedded",reliability,BS Computer Science,"Git, SQL",junior,IoT Developer
"Python, REST API","reliability, systems, networking",BS Computer Science,"SQL, Bash",entry,IoT Developer
"embedded, REST API, Python",reliability,BS Computer Science,Linux,mid,IoT Developer
"embedded, REST API",reliability,BS Computer Science,"SQL, Linux",entry,IoT Developer
"C++, Python, embedded","networking, reliability, systems",BS Computer Science,"SQL, Bash",entry,IoT Developer
"Solidity, REST API, blockchain, JavaScript",networking,BS Information Technology,"Git, Bash, SQL",senior,Blockchain Developer
"REST API, JavaScript, blockchain, Solidity","reliability, networking",BS Computer Science,"Git, Linux, Bash",junior,Blockchain Developer
"JavaScript, blockchain",reliability,BS Information Technology,"Git, SQL",mid,Blockchain Developer
"JavaScript, blockchain",systems,BS Computer Science,"SQL, Git",junior,Blockchain Developer
"JavaScript, blockchain, Solidity, REST API",systems,BS Information Technology,"Git, SQL",senior,Blockchain Developer
"REST API, blockchain, Solidity, JavaScript",networking,BS Computer Science,SQL,entry,Blockchain Developer
"JavaScript, Solidity, blockchain","networking, reliability",BS Computer Science,"Bash, SQL, Git",entry,Blockchain Developer
"Solidity, blockchain, JavaScript",networking,BS Computer Science,Linux,junior,Blockchain Developer
"JavaScript, Solidity, REST API, blockchain","reliability, networking, systems",BS Information Technology,"Bash, Git",senior,Blockchain Developer
"JavaScript, blockchain, REST API",reliability,BS Computer Science,"Git, SQL",entry,Blockchain Developer
"technical writing, Communication","automation, innovation",MS Artificial Intelligence,Python,junior,Technical Writer
"Markdown, Communication","innovation, research",BS Computer Science,Docker,entry,Technical Writer
"technical writing, Communication","research, innovation, automation",MS Artificial Intelligence,"Docker, Git, Jupyter",entry,Technical Writer
"technical writing, Communication","innovation, research, automation",MS Artificial Intelligence,Jupyter,entry,Technical Writer
"Markdown, Communication","automation, innovation",MS Artificial Intelligence,"Docker, Jupyter",mid,Technical Writer
"Markdown, Communication","research, automation, innovation",MS Artificial Intelligence,"Docker, Python",mid,Technical Writer
"Markdown, Communication, technical writing","innovation, automation, research",BS Computer Science,"Python, Git, Docker",senior,Technical Writer
"technical writing, Communication","automation, innovation",MS Artificial Intelligence,"Docker, Python, Git",junior,Technical Writer
"Markdown, Communication","research, innovation, automation",MS Artificial Intelligence,"Jupyter, Git",senior,Technical Writer
"technical writing, Communication, Markdown",innovation,BS Computer Science,"Jupyter, Python",junior,Technical Writer
"Python, Communication","research, innovation, automation",MS Artificial Intelligence,"Jupyter, Git, Docker",entry,Developer Advocate
"public speaking, Communication",automation,MS Artificial Intelligence,"Git, Docker",junior,Developer Advocate
"Communication, Python",research,BS Computer Science,"Docker, Jupyter",mid,Developer Advocate
"Communication, public speaking","innovation, research",BS Computer Science,"Git, Jupyter, Docker",junior,Developer Advocate
"Python, public speaking",innovation,MS Artificial Intelligence,"Git, Docker, Python",junior,Developer Advocate
"Python, public speaking",automation,BS Computer Science,"Python, Docker",mid,Developer Advocate
"Python, public speaking","research, innovation, automation",MS Artificial Intelligence,"Docker, Python, Jupyter",senior,Developer Advocate
"Python, public speaking",research,MS Artificial Intelligence,Python,entry,Developer Advocate
"Communication, public speaking",research,MS Artificial Intelligence,Python,entry,Developer Advocate
"Python, public speaking, Communication","innovation, automation, research",BS Computer Science,"Docker, Jupyter, Git",senior,Developer Advocate
"mathematics, C++","research, automation",BS Computer Science,"Jupyter, Git",senior,Computer Graphics Engineer
"mathematics, 3D, OpenGL","research, innovation",MS Artificial Intelligence,"Docker, Jupyter, Git",entry,Computer Graphics Engineer
"3D, OpenGL",innovation,MS Artificial Intelligence,Git,junior,Computer Graphics Engineer
"mathematics, OpenGL",automation,BS Computer Science,"Git, Jupyter",mid,Computer Graphics Engineer
"3D, mathematics, OpenGL, C++",research,MS Artificial Intelligence,"Python, Git, Docker",mid,Computer Graphics Engineer
"3D, mathematics, OpenGL, C++","automation, research",MS Artificial Intelligence,"Docker, Jupyter, Python",entry,Computer Graphics Engineer
"3D, C++, OpenGL","automation, research, innovation",MS Artificial Intelligence,"Python, Jupyter",junior,Computer Graphics Engineer
"3D, OpenGL, C++",automation,MS Artificial Intelligence,"Docker, Git",junior,Computer Graphics Engineer
"OpenGL, mathematics",innovation,BS Computer Science,"Git, Jupyter",mid,Computer Graphics Engineer
"mathematics, C++, OpenGL, 3D","automation, research",MS Artificial Intelligence,Python,senior,Computer Graphics Engineer
"REST API, SQL, Communication",automation,MS Artificial Intelligence,Docker,junior,Solutions Engineer
"Communication, Problem Solving, SQL","automation, innovation, research",MS Artificial Intelligence,"Docker, Python, Git",senior,Solutions Engineer
"REST API, Problem Solving",innovation,MS Artificial Intelligence,"Git, Jupyter, Docker",entry,Solutions Engineer
"REST API, Communication","research, automation",MS Artificial Intelligence,"Git, Docker",senior,Solutions Engineer
"Communication, REST API, SQL, Problem Solving","research, innovation",BS Computer Science,"Python, Docker",mid,Solutions Engineer
"Communication, SQL, Problem Solving, REST API",research,MS Artificial Intelligence,Python,senior,Solutions Engineer
"SQL, Communication, REST API, Problem Solving","research, innovation",BS Computer Science,Python,senior,Solutions Engineer
"Communication, SQL, Problem Solving, REST API","innovation, automation, research",MS Artificial Intelligence,Git,entry,Solutions Engineer
"REST API, Communication, Problem Solving",automation,MS Artificial Intelligence,"Docker, Python, Git",mid,Solutions Engineer
"Communication, Problem Solving, SQL","automation, research, innovation",MS Artificial Intelligence,"Docker, Git",entry,Solutions Engineer
"Problem Solving, REST API, Communication",research,BS Computer Science,"Python, Docker",mid,Sales Engineer
"Communication, REST API, Problem Solving","research, innovation",BS Computer Science,"Docker, Jupyter",mid,Sales Engineer
"Communication, Problem Solving, REST API","research, automation",BS Computer Science,"Git, Python, Jupyter",entry,Sales Engineer
"REST API, Problem Solving, Communication",automation,BS Computer Science,"Git, Jupyter, Docker",mid,Sales Engineer
"Problem Solving, Communication, REST API","automation, innovation, research",MS Artificial Intelligence,Docker,senior,Sales Engineer
"Problem Solving, REST API","automation, research",BS Computer Science,Git,entry,Sales Engineer
"REST API, Communication","innovation, automation",BS Computer Science,"Python, Docker",junior,Sales Engineer
"REST API, Communication",automation,BS Computer Science,"Git, Python, Jupyter",junior,Sales Engineer
"Problem Solving, Communication","research, innovation",BS Computer Science,"Python, Git",senior,Sales Engineer
"Problem Solving, REST API",automation,MS Artificial Intelligence,"Python, Jupyter",senior,Sales Engineer
"networking, troubleshooting, Linux","innovation, automation, research",BS Computer Science,Jupyter,junior,IT Support Specialist
"troubleshooting, Communication, Linux, networking","automation, research, innovation",BS Computer Science,"Git, Jupyter, Docker",entry,IT Support Specialist
"Linux, troubleshooting, networking, Communication",innovation,BS Computer Science,"Git, Docker, Jupyter",entry,IT Support Specialist
"Linux, networking, Communication, troubleshooting",innovation,BS Computer Science,Git,mid,IT Support Specialist
"Communication, networking, troubleshooting","automation, research",BS Computer Science,Jupyter,mid,IT Support Specialist
"networking, Communication","innovation, automation",BS Computer Science,"Git, Python",senior,IT Support Specialist
"Linux, Communication","innovation, automation, research",MS Artificial Intelligence,Docker,junior,IT Support Specialist
"troubleshooting, Linux, networking",innovation,BS Computer Science,"Jupyter, Python, Docker",junior,IT Support Specialist
"networking, troubleshooting, Communication","innovation, automation",BS Computer Science,"Python, Jupyter",junior,IT Support Specialist
"networking, troubleshooting","innovation, research",BS Computer Science,Docker,mid,IT Support Specialist
